user_id,country,sex,weight,height,years_climbing,occupation,sponsored,number_of_logged_climbs,max_climbing_grade,skill_level
6678,ESP,0,68,179,21,PHOTOGRAPHER & FILMMAKER,1,485,1200,4
6681,USA,1,40,140,18,STUDENT,1,218,950,3
6689,USA,0,68,6,19,GUIDE,1,142,1000,4
6694,SWE,0,78,182,28,SCIENCE,0,29,850,3
6695,AUT,1,48,160,27,TIN SMITH,1,49,1150,4
6703,ITA,0,58,170,20,GANGSTER,0,79,1000,4
6711,FIN,0,88,193,19,TEACHER,0,850,1000,4
6722,HRV,0,73,188,16,STUDENT,0,128,850,3
6724,FIN,0,73,190,16,STUDENT,1,110,750,2
6725,DNK,0,83,188,20,ENGINEER,0,553,1050,4
6729,CHE,0,63,174,20,"CLIMBING, CLIMBING AND CLIMBING",1,2,600,2
6731,ESP,0,68,171,27,EMPRESARIO,1,115,1050,4
6740,DEU,0,78,183,17,STUDENT MEDSCHOOL,0,158,650,2
6755,ZAF,0,63,180,19,STUDENT,0,18,650,2
6758,SWE,1,58,160,15,"IFMGA MOUNTAIN GUIDE, CLIMBING INSTRUCTOR AT MOUNTAIN SPIRIT GUIDES",1,351,1000,4
6774,CHE,0,73,174,38,ENGINEER,0,2,1000,4
6779,BRA,0,63,174,25,GEOLOGIST,1,6,1000,4
6780,GBR,0,68,187,26,EXPEDITION CONSULTANT,1,119,1150,4
6789,HRV,0,68,173,17,CLIMBING,0,150,1000,4
6795,FRA,0,53,172,16,ESCALADE,0,51,700,2
6801,USA,0,68,180,17,SOFTWARE DEVELOPER,0,153,1000,4
6802,NLD,0,83,182,38,SCIENTIST,0,726,650,2
6811,SVN,0,68,185,28,MECHANICAL ENGINEER,1,112,1200,4
6822,NOR,0,73,180,20,STUDENT,1,36,550,2
6841,GBR,0,68,170,28,SCHOOLBOY,1,30,950,3
6848,SWE,0,78,184,17,STUDENT,0,5,600,2
6850,MEX,0,63,169,27,CLIMBER & GUIDE,0,88,1100,4
6863,USA,0,73,156,19,STUDENT,1,17,1100,4
6869,GBR,0,63,175,17,WASTE OF SPACE,1,221,1150,4
6872,USA,0,68,181,18,STUDENT/TEST DUMMIE FOR KIF,0,86,850,3
6876,USA,0,48,163,20,STUDENT,0,24,950,3
6891,USA,0,63,168,20,STUDENT,1,50,1150,4
6900,USA,0,40,150,18,MALE,0,4,300,1
6906,BEL,0,68,177,16,NAVAL OFFICER,0,10,400,1
6907,ESP,0,63,178,16,WEB DESIGNER,1,1,400,1
6922,ESP,0,68,178,18,E-MARKETING,1,6,400,1
6934,IRN,0,58,178,18,STUDENT,0,11,750,2
6952,USA,1,68,175,17,VETERINARIAN,0,39,650,2
6956,NZL,0,63,172,27,PSYCHIATRIC NURSE,0,255,1050,4
6961,MEX,0,73,180,27,CLIMBER,1,524,1100,4
6963,POL,0,63,168,21,STUDENT,0,104,500,2
6964,SWE,0,73,180,17,SOFTWARE ENGINEER,0,2,400,1
6965,SWE,1,58,173,23,ENGINEER,0,7,550,2
6967,USA,0,78,183,18,CLIMBING COACH,1,603,1200,4
6971,UKR,1,48,153,26,PROFESSIONAL CLIMBER,1,124,1200,4
6972,SWE,0,83,184,20,MELLAN ARBETEN SOM DET HETER,0,18,600,2
6985,CHE,0,73,176,28,TEACHER,0,17,1000,4
6996,ARG,0,63,173,17,ESTUDIANTE,0,26,900,3
6999,AUS,0,58,168,17,.......... A ROCKCLIMBER,1,96,700,2
7000,AUS,0,43,170,17,WORK AT THE NORTHERN BEACHES ROCKHOUSE,1,4,450,1
7022,FRA,0,58,169,30,UN MI-TEMPS + 2 GAMINS,1,1360,1300,4
7036,CAN,0,63,170,17,STUDENT,0,10,700,2
7039,FRA,0,58,164,20,CLIMB,1,69,1200,4
7044,NOR,0,73,182,22,SCIENTIST,0,79,1050,4
7045,ITA,0,83,188,25,STUDENT,0,17,700,2
7054,ZAF,0,73,185,26,CIVIL ENGINEER,0,247,1100,4
7059,CAN,0,68,178,22,STUDENT,0,10,500,2
7061,ESP,0,68,184,18,STUDDINGGG,0,7,850,3
7067,ESP,0,68,176,24,CELADOR,0,136,1100,4
7069,ZAF,0,78,175,27,RAT,0,78,1050,4
7072,GBR,1,58,170,19,VET STUDENT,0,65,750,2
7083,CAN,0,73,175,17,HUMAN RESSOURCES CONSELLOR,0,7,650,2
7084,NOR,0,68,183,20,STUDENT,0,5,700,2
7086,FRA,0,63,178,25,WORKING,0,23,850,3
7088,USA,0,68,182,19,DAD/ROCK FINDER,1,567,1050,4
7090,NOR,0,68,183,22,OCCUPATIONAL THERAPIST,1,268,1000,4
7104,ITA,0,63,173,20,STUDENT,0,97,1000,4
7106,DNK,0,68,173,17,TEACHER,0,157,700,2
7116,ROM,0,68,184,19,UNIVERSITY STAFF,0,212,750,2
7123,NLD,0,68,185,19,IT CONSULTANT,1,184,800,3
7130,ESP,0,78,180,2020,TAMOS EN ELLO,1,20,750,2
7131,ESP,0,68,178,16,STUDENT,0,156,1000,4
7132,SWE,0,88,190,25,COMPUTER GEEK,1,5,500,2
7141,ESP,0,73,183,17,ART DIRECTOR,1,111,950,3
7144,MEX,0,63,168,20,ESTUDIANTE,1,99,1200,4
7145,ESP,1,53,164,16,STUDENT,1,46,600,2
7147,IRL,1,53,160,18,TEACHER,0,140,1000,4
7156,CZE,1,53,168,20,"CLIMBER,COACH",1,102,1100,4
7158,NLD,0,73,178,20,STUDENT,0,21,1000,4
7167,ITA,0,68,186,24,STUDENT,0,7,1000,4
7172,CAN,0,73,175,26,NURSE,0,49,800,3
7180,CHE,0,68,177,19,SUPPLY CHAIN MANAGER,1,763,1150,4
7190,SVN,0,63,173,23,ECONOMIST,0,34,1100,4
7193,BEL,0,63,175,23,VERY BUSY STUDENT,1,180,1000,4
7198,ESP,0,63,178,20,ENTRENADOR PERSONAL EN BOULDER Y ESCALADA DEPORTIVA,1,352,1150,4
7206,AUT,1,53,164,19,MTF,1,217,1150,4
7217,NOR,0,78,181,17,STUDENT,0,15,700,2
7223,HRV,0,63,173,16,PUPIL,0,69,900,3
7224,SWE,1,53,157,16,STUDENT,0,4,350,1
7225,FRA,0,73,182,17,LAND SURVEYOR,0,64,800,3
7234,CZE,0,68,181,22,PHARMACY,0,139,950,3
7239,SVN,0,68,176,22,STUDENT,0,40,1100,4
7252,ITA,0,58,176,22,ENGINEER,0,324,850,3
7254,USA,0,63,186,23,PHOTOGRAPHER,1,3,160,1
7256,POL,0,68,177,21,DOCTOR,1,961,1050,4
7257,CZE,0,53,168,21,CLIMB,1,29,1100,4
7262,CAN,0,93,180,17,STUDENT (ACADIA UNIVERSITY),1,3,400,1
7276,SVN,0,73,184,25,STUDENT,1,54,1200,4
7278,USA,0,68,170,17,STUDENT,0,318,1050,4
7281,BGR,0,68,182,16,MANAGEMENT,0,195,1100,4
7295,ITA,0,68,178,17,STUDENT,0,72,850,3
7298,ESP,0,63,170,26,MECANICO,0,500,1200,4
7303,SWE,0,68,170,17,STUDENT,0,71,800,3
7308,ESP,0,68,175,21,STUDENT,0,1,650,2
7310,SWE,0,63,179,16,STUDENT,0,9,650,2
7325,NOR,0,68,168,16,ENGINEER,0,111,900,3
7327,SWE,0,78,176,19,AUTOMATION TECHNICHIAN,1,938,950,3
7344,USA,1,48,167,23,NURSE,1,14,900,3
7345,AUS,0,63,177,19,"BIT OF EVERYTHING, AND CLIMBING!",1,187,950,3
7353,CAN,0,78,185,24,STUDENT,0,61,600,2
7358,SWE,0,73,170,17,KARBIN KLäTTERHALL,0,33,750,2
7362,ESP,0,63,185,16,NERP,1,100,500,2
7364,SWE,0,58,173,16,PROGRAMMER,0,59,400,1
7371,ESP,0,73,182,16,LA RESISTáNCE,1,265,600,2
7385,AUS,0,63,180,24,STUDENT,0,17,900,3
7393,NOR,1,53,166,16,IT CONSULTANT,1,35,500,2
7396,SVN,0,68,183,24,STUDENT,0,24,900,3
7398,USA,1,58,5,18,DANCE TEACHER,0,9,350,1
7399,AUS,0,68,178,17,RANDOM,0,136,1000,4
7400,USA,0,73,170,17,FULL TIME STUDENT,0,5,800,3
7402,IND,0,63,173,34,WORKING,0,3,950,3
7412,IRL,0,83,176,18,ENGINEER,0,11,950,3
7413,ESP,0,73,185,17,ARKITECTURA TEC.,1,76,850,3
7429,ESP,0,63,164,28,AUTONOMO,1,672,1100,4
7432,FRA,0,73,175,30,LA PECHE A LA MOUCHE,1,47,1100,4
7439,ITA,0,58,168,20,PHYSIOTHERAPIST,0,96,950,3
7440,NOR,1,43,148,33,CLIMBER,1,21,1150,4
7444,GBR,1,58,173,34,IT CONTRACTOR,1,26,900,3
7449,ESP,0,58,164,28,FOREST ENGINEER,1,362,1250,4
7455,POL,0,63,183,18,STUDENT,0,492,1050,4
7460,ESP,1,53,169,20,GEOLOGIST,1,813,1150,4
7462,CAN,0,83,183,20,SOFTWARE ENGINEER,0,439,1200,4
7470,BRA,0,78,179,18,OPHTALMOLOGIST,0,184,850,3
7481,ITA,0,73,174,42,TEACHER,0,95,950,3
7482,NOR,0,88,186,17,STUDENT,0,268,800,3
7483,SWE,0,73,180,20,STUNDENT,0,4,650,2
7484,ESP,0,68,170,26,CHOFER,1,14,600,2
7488,ITA,0,58,170,18,STUDENT,0,28,1100,4
7489,COL,0,58,167,21,INGENIERO MECáNICO,1,374,1150,4
7503,NOR,0,83,179,16,IT MANAGER,0,182,700,2
7508,NGA,0,63,182,17,H,0,20,900,3
7511,USA,1,58,166,17,NURSE PRACTITIONER,0,305,850,3
7512,SWE,0,88,189,17,SLACKER. OCH EKONOM.,0,4,900,3
7520,MEX,0,68,174,20,COMPUTER ENGINEER,0,8,850,3
7525,SWE,0,73,183,20,SALESMAN,1,32,700,2
7528,USA,0,78,182,24,CHEF,1,912,1250,4
7531,CAN,0,100,4,21,PIMP,0,78,850,3
7535,FRA,0,68,176,31,NO,0,20,750,2
7548,ITA,0,68,170,21,WEB DESIGNER,0,322,1000,4
7550,MEX,0,68,170,18,SISTEMS,1,3,400,1
7553,ESP,0,63,174,25,EBANISTERIA,1,48,1050,4
7557,BGR,0,73,185,2020,LAWYER,0,54,1000,4
7567,ESP,0,73,182,18,STUDENT,0,71,900,3
7573,BGR,0,73,183,31,...................,1,128,1100,4
7575,USA,0,63,161,30,CLIMBER / PRODUCER,1,962,1050,4
7576,ESP,0,68,170,26,CHOFER,1,2,500,2
7579,GRC,0,68,180,19,COMMERCE,0,89,900,3
7587,BEL,0,58,175,17,STUDENT,1,11,400,1
7590,ITA,0,53,176,30, RESEARCHER,0,11,750,2
7595,CAN,0,83,183,20,JOURNEYOR,0,152,1000,4
7597,JPN,0,58,167,20,ENGINEER,1,58,800,3
7598,POL,0,73,180,21,TEACHER,0,215,1000,4
7620,AUS,0,63,175,22,STUDENT / CLIMBER,1,109,950,3
7621,JPN,0,68,167,18,COLLEGE STUDENT,0,5,750,2
7626,ESP,0,68,175,25,RECOLECTOR HORTALIZAS,0,254,1100,4
7630,USA,1,93,129,25,ROCK KICKER,1,266,1000,4
7633,ESP,0,63,169,30,TEACHER,1,75,900,3
7643,CZE,0,83,189,20,STUDENT,0,2,900,3
7644,USA,1,40,5,18,EARNING MONEY FOR CAPTAIN JACK SPARROW BOOTS,1,7,850,3
7645,NLD,0,68,183,22,TEACHER PHYSICAL EDUCATION,0,150,850,3
7655,USA,0,68,173,25,COACH/TRAINER,1,551,1150,4
7657,BRA,0,73,182,19,AGRICULTURAL ENGINEER,0,36,800,3
7664,SWE,0,78,185,17,STUDENT,0,288,650,2
7670,ISR,0,83,175,35,LAWYER,0,7,700,2
7677,BRA,0,63,172,20,STUDENT,0,54,950,3
7679,SWE,0,63,183,16,STUDYING,0,68,650,2
7683,BRA,0,78,183,18,CARREGADOR DE LIVROS,1,395,1050,4
7696,SWE,0,73,178,16,BYGGERE BOB,0,30,850,3
7701,DEU,0,73,188,21,STUDENT,0,119,1050,4
7704,SWE,0,78,177,31,CONFUSED,1,403,1000,4
7708,ESP,0,68,174,20,0,0,138,850,3
7709,AUS,0,63,183,21,STUDENT,0,13,750,2
7719,POL,0,58,184,17,STUDENT,1,17,850,3
7720,ITA,0,68,178,20,STUDENT,1,482,1150,4
7725,NOR,0,73,179,20,STUDENT,1,172,1050,4
7726,ARG,0,58,167,29,ABOGADO,0,19,1200,4
7741,BRA,0,63,172,19,ESTUDANTE,1,238,1350,4
7743,MEX,0,58,165,19,TRABAJAR EN SPARTAN HOLDS :),1,244,950,3
7745,ZAF,0,73,175,18,STUDENT,0,3,600,2
7747,GBR,0,68,186,20,CLIMBER,0,7,800,3
7756,ITA,0,78,190,33,MOUNTAIN GUIDE,1,20,1000,4
7759,NOR,0,73,179,18,STUDENT,0,69,800,3
7760,SWE,0,73,182,32,PAPPA,0,46,750,2
7763,POL,0,78,180,19,STUDENT,0,6,750,2
7770,NOR,0,73,180,16,SOUND-DESIGNER,0,4,300,1
7778,ESP,1,48,170,17,STUDENT,0,116,700,2
7779,ESP,0,73,181,17,STUDENT,0,197,800,3
7787,ESP,1,63,155,19,CHEMICAL ENGINEER,0,349,700,2
7788,GBR,0,83,186,20,ANALYST,0,18,750,2
7791,NZL,0,73,180,22,SELF SPONSERED TRAVELLING CLIMBER,0,756,1100,4
7792,ZAF,0,68,187,17,JOURNALIST,1,25,650,2
7803,ROM,0,83,189,22,SOFTWARE ENGINEER,0,306,950,3
7806,ZAF,1,58,163,25,ROUTE SETTER/ WRITER,0,10,900,3
7813,SWE,0,73,182,19,STUDENT,0,27,650,2
7828,MEX,0,63,172,21,STUDENT,0,10,1000,4
7832,USA,0,68,169,24,SUSTAINABLE CONSTRUCTION,1,5,500,2
7845,DEU,0,83,180,30,CIVIL ENGINEER,0,314,850,3
7847,CZE,0,63,175,18,TRANSPORT MANAGER,0,18,800,3
7857,SWE,0,93,183,15,STUDENT,0,12,300,1
7863,MEX,0,53,166,18,STUDENT,0,25,900,3
7873,SVN,0,68,169,26,STUDENT,0,63,1150,4
7885,BRA,0,53,172,18,STUDENT,1,5,700,2
7904,NOR,0,73,181,22,PHD STUDENT,0,15,900,3
7907,USA,0,68,170,26,NURSING STUDENT,1,433,1000,4
7909,ITA,0,68,181,17,STUDENT,0,37,850,3
7920,FRA,0,68,182,45,GRIMPER,0,22,1150,4
7929,USA,0,53,160,25,STUDENT/POLITICIAN/CLIMBER,0,18,550,2
7935,ITA,0,58,180,18,STUDENT,0,30,750,2
7939,CHE,0,83,185,20,GEOMATIC ENGINEER,1,504,950,3
7942,GBR,0,93,4,30,HAIRDRESSER,1,11,600,2
7970,NOR,0,78,179,18,ROUTESETTER/MOUNTAIN GUIDE,1,946,1250,4
7977,USA,0,73,180,19,STUDENT/ENGINEER,0,6,600,2
7979,BRA,0,63,175,23,ALPINISTA INDUSTRIAL,1,683,1150,4
7982,USA,0,73,6,17,STUDENT/CLIMBER,0,38,950,3
7984,AUS,0,78,185,25,BUMBLIE,0,268,800,3
7985,GBR,0,63,183,19,CLIMBER/ WANABE STUDENT,1,14,1050,4
7988,ZAF,0,68,175,20,ENGINEER,0,29,500,2
7991,ESP,1,58,169,24,PARASIT,0,19,700,2
8001,FRA,0,73,175,21,GRIMPER,0,95,1100,4
8004,PRT,0,68,170,19,BOMBEIRO MUNICIPAL,0,87,700,2
8006,AUS,0,63,174,24,STOKER,0,829,1150,4
8009,ESP,0,63,175,32,ESCALADOR,1,341,1400,4
8012,FRA,0,68,175,18,CONSULTANT,0,37,1000,4
8021,FRA,0,63,168,25,GUEST HOUSE SPECIAL PRICE CLIMBERS !,0,15,900,3
8025,USA,1,53,162,17,CLIMBER.  FINANCE IS MY BACKUP.  ;-),0,265,1000,4
8030,CAN,0,63,165,37,PHOTOGRAPHER,0,65,950,3
8031,SWE,0,83,190,23,STUDENT,0,170,950,3
8042,NOR,0,68,178,17,BLIKKENSLAGER,0,30,750,2
8054,ZAF,0,78,187,16,STUDENT,0,2,450,1
8057,SWE,0,78,186,16,STUDENT,0,288,1000,4
8066,ARG,0,68,173,26,"PROFESOR, INST. DE ESC.",1,57,1000,4
8068,ITA,0,73,187,16,STUDENT,1,9,400,1
8070,USA,0,68,176,15,STUDENT,0,448,1100,4
8072,USA,0,78,175,18,HUECO GUIDE,0,268,1000,4
8074,ARG,0,68,183,26,ESTUDIANTE,1,174,1100,4
8075,AUS,0,58,175,20,STUDENT OF LIFE AND TAFE,0,22,900,3
8081,ESP,0,63,167,20,ESTUDIANTE...PILGRIM..,0,16,700,2
8085,AUS,0,73,180,20,STUDENT,0,102,1050,4
8089,DEU,0,73,180,16,LAW STUDENT,0,41,450,1
8106,NLD,0,58,172,16,STUDENT,0,107,950,3
8107,SVN,0,68,172,30,MECHANICAL ENGINEER,0,32,1050,4
8108,TWN,0,58,181,20,STUDENT,0,59,1050,4
8110,USA,0,63,173,17,STUDENT,0,32,650,2
8121,ITA,1,43,151,20,GEOLOGIST-CLIMBER,1,314,1100,4
8130,CAN,0,73,6,17,STUDENT,0,98,1100,4
8135,ITA,1,48,153,20,IMPIEGATA,1,199,950,3
8143,SWE,0,68,183,17,EDUCATION,0,12,500,2
8144,DEU,0,73,191,41,ARCHITECTURAL TECHNICIAN,1,1355,1000,4
8153,MEX,0,73,174,24,LAWYER,0,215,950,3
8162,ITA,0,63,172,20,STUDENTE,0,17,750,2
8164,ITA,0,53,170,18,STUDENTE,0,10,500,2
8165,ITA,0,63,172,19,STUDENTE,0,92,1000,4
8166,ZAF,0,68,178,17,SYSTEM/NETWORK ADMIN,0,3,550,2
8171,ESP,0,73,172,25,VIVIDOR,1,392,750,2
8172,AUS,0,58,156,23,GEOLOGIST,0,772,1200,4
8175,NLD,0,68,178,16,STUDENT,0,14,850,3
8182,ESP,0,73,180,16,ESTUDIANTE,0,162,950,3
8183,PRT,0,73,181,16,STUDENT,0,390,1000,4
8189,USA,0,63,175,17,AEROSPACE ENGINEER,0,47,600,2
8191,VNM,0,73,183,18,I MAKE WALLETS,1,97,950,3
8192,ESP,0,73,194,16,STUDENT,0,66,900,3
8194,MEX,0,58,172,20,ESTUDIANTE,1,42,1000,4
8199,ESP,0,78,180,21,APARENTO TRABAJAR,1,14,800,3
8212,USA,0,73,170,19,DENTIST,0,156,850,3
8215,ESP,0,73,187,27,CURRANTE,0,255,1050,4
8225,GBR,0,68,173,38,BEING OLD,0,89,850,3
8226,ITA,0,78,185,31,B-SIDE FACTORY,1,5,1050,4
8230,ITA,0,78,174,37,SW ENGINEER,0,2,500,2
8233,SWE,0,68,180,19,ROUTESETTER,1,391,1150,4
8236,ARG,0,63,165,22,SOBREVIVIENTE,1,122,700,2
8247,BGR,0,63,175,16,DEVELOPER,0,239,750,2
8258,ITA,0,58,167,33,COMMERCIANTE,0,2,950,3
8264,ESP,0,68,181,29,ESTUDIANTE,1,32,1150,4
8265,CAN,0,73,183,18,UN-EMPLOYED,1,97,800,3
8269,USA,0,68,170,17,WORKING AT TWISTERS CLIMBEN GYM SETING AND COACHING,1,2,700,2
8281,PRT,0,73,176,17,2 KIDS AND MY WIFE,0,402,700,2
8282,AUS,0,63,170,35,MACHINIST,0,5,900,3
8305,GBR,1,58,171,16,STUDENT,0,41,800,3
8311,USA,1,53,160,18,CLIMBER,1,294,1100,4
8322,SWE,0,98,187,16,KLäTTERCENTRET SOLNA,0,4,350,1
8327,COL,0,73,176,19,CLIMBER,1,82,850,3
8331,POL,0,63,176,19,STUDENT,1,1250,1100,4
8333,USA,0,68,188,19,SLAVE TO SOCIETY,0,418,750,2
8334,NLD,0,98,196,20,STUDENT,0,132,1000,4
8338,POL,0,63,176,17,STUDENT,0,91,900,3
8346,SWE,0,78,176,22,OFFICER,0,39,350,1
8349,CZE,0,73,178,24,STUDENT,1,979,1250,4
8351,SWE,0,68,182,21,ART DIRECTOR,0,130,750,2
8357,FRA,0,63,171,16,CLIMBING,0,29,900,3
8358,ESP,0,68,178,17,ESTUDIANTE,1,5,700,2
8370,ITA,0,68,177,24,BUYER,0,97,1100,4
8371,POL,0,93,190,16,ENGINEER,0,886,1000,4
8372,SWE,0,83,174,16,PROGRAMMMER/PHOTOGRAPHER,0,19,350,1
8376,SWE,0,68,178,25,STUDENT,0,15,550,2
8381,SWE,0,83,176,18,STUD.,0,70,700,2
8390,NOR,0,63,176,16,STUDENT,0,10,750,2
8396,SWE,0,63,177,17,BARTENDER,0,4,550,2
8400,USA,0,63,174,23,CHIROPRACTOR,0,24,650,2
8409,SVN,0,78,187,16,STUDENT,0,995,900,3
8411,USA,0,73,177,21,GOING INTO PHYSICAL THERAPY,0,248,800,3
8412,BEL,0,73,180,28,IT SYSTEM ADMINISTRATOR,1,102,800,3
8414,CHL,0,73,174,17,NOLS INSTRUCTOR,0,28,600,2
8415,CAN,1,53,165,20,STUDENT,1,19,800,3
8417,ESP,0,58,170,27,MIL LABORES,1,227,1000,4
8418,MEX,0,63,160,20,CLIMBING INSTRUCTOR,1,32,750,2
8423,ESP,0,63,166,20,ESTUDIANTE,0,916,1200,4
8436,SWE,0,63,172,19,AD,0,148,1050,4
8437,CHE,0,63,179,20,BIOCHEMIST,0,466,800,3
8438,ITA,0,63,178,25,STUDENT,0,14,1200,4
8439,USA,0,68,167,18,HEAD COACH/ROUTESETTER AT TEAM ABC,1,371,1150,4
8442,USA,0,68,5,16,MEDICAL COURIER,0,1,700,2
8444,USA,0,53,152,25,PT STUDENT.,0,613,1200,4
8447,NZL,1,58,174,17,MEDICAL WRITER,0,174,850,3
8448,ESP,0,63,186,20,TECNICO,0,871,1050,4
8449,FRA,0,83,178,20,RMIST,1,106,1200,4
8454,BRA,0,73,170,20,AUDITOR,0,71,800,3
8455,POL,0,68,157,17,SPAWACZ W HCP,0,1,300,1
8456,USA,0,73,180,17,GRIP SCREWER,1,30,800,3
8459,POL,0,68,180,28,LESUIRE ORGANIZER,1,28,850,3
8475,SWE,0,68,179,16,PORN STAR/FLUFFER BOY,0,63,900,3
8497,ESP,0,58,174,19,ESTUDIANTE,0,45,950,3
8498,PRT,1,48,159,20,TEACHER,1,31,950,3
8500,FRA,0,63,175,17,CLIMBING,0,31,750,2
8509,ZAF,0,83,175,25,ENGINEER,0,23,700,2
8514,ZAF,0,78,184,16,KOREA TEEN STAR!!,0,158,850,3
8516,CHE,0,68,180,18,STUDENT,0,703,1050,4
8518,COL,0,58,173,25,MECHANICAL ENGINEER,1,81,900,3
8525,POL,0,73,177,20,FIZJOTERAPEUTA,1,20,950,3
8528,POL,0,73,180,20,ELECTRONIC ENGINEER,0,80,700,2
8531,BRA,0,58,190,20,ESTUDANTE,1,16,700,2
8545,MEX,0,78,181,15,ENGINEER,0,17,450,1
8559,ISL,0,68,176,17,STUDENT,1,246,1100,4
8562,ZAF,0,53,172,16,SCHOLAR,0,15,600,2
8563,AUS,0,73,186,32,LECTURER,0,148,850,3
8566,SWE,0,78,182,20,ENGINEER,0,81,700,2
8570,AUT,0,78,190,12,STUDENT,0,80,900,3
8581,ESP,0,68,188,16,CURRANTE,0,629,1000,4
8582,ITA,0,93,192,16,COMPUTER PROGRAMMER,0,36,450,1
8583,ITA,0,68,171,20,EMPLOYEE,0,218,900,3
8585,ZAF,0,93,196,15,SOFTWARE DEVELOPER,0,1,400,1
8593,GBR,0,63,180,20,HAIRDRESSER,0,4,700,2
8595,ESP,0,68,176,20,ENVIRONMENTAL TECNIC,0,7,500,2
8600,POL,0,63,178,17,STUDENT,0,65,900,3
8602,GRC,0,78,170,18,SELF ENPLOY,0,413,1000,4
8607,USA,0,78,6,19,GUIDE,0,63,950,3
8613,MYS,0,53,169,16,SYSTEM ENGINEER,0,3,1100,4
8616,SVN,0,68,173,29,PHARMACISTS,1,123,1300,4
8622,USA,0,88,185,15,STUDENT,0,145,900,3
8623,FRA,0,63,170,25,ENGINEER,1,148,1050,4
8627,CAN,0,68,165,21,CLIMBING,0,1,700,2
8629,BRA,0,68,175,18,STUDENT,0,1,400,1
8631,BRA,0,73,175,18,ENGINEER,0,378,950,3
8636,GBR,0,68,178,17,MEDIA MAN,1,192,900,3
8638,SWE,0,63,169,22,STUDENT,0,227,900,3
8639,LUX,0,53,175,20,STUDENT,1,331,1150,4
8642,AUS,0,63,172,23,BIKE MECHANIC,1,196,1100,4
8645,AUT,0,68,180,19,STUDENT,0,791,1100,4
8650,USA,0,68,176,18,STUDENT/ WORK AT VERTEX CLIMBING CENTER,0,53,950,3
8658,BRA,0,68,177,18,ESTUDANTE DA ESCALADA,1,2941,1200,4
8664,CAN,0,73,160,17,PLOMBIER,1,1026,1000,4
8667,USA,0,68,173,15,COLLEGE STUDENT,0,4,600,2
8669,CAN,1,58,173,16,BIOLOGISTE,0,31,500,2
8674,BRA,0,58,174,18,ESTUDANTE,0,150,1000,4
8680,FRA,0,68,180,22,DOCTORANT,0,327,1200,4
8682,FRA,0,63,174,20,STUDENT,1,70,1000,4
8683,DEU,0,63,182,20,STUDENT,0,39,950,3
8688,CAN,0,68,170,25,CARPENTER,1,134,1250,4
8695,NLD,0,73,182,26,STUDENT,0,1,600,2
8707,ESP,0,58,169,25,BOMBERO,1,1436,1350,4
8715,ITA,0,73,181,29,ENGINEER,0,109,900,3
8719,SWE,0,73,183,16,STUDENT,0,4,500,2
8727,TUR,0,68,182,19,"GRIP-ROPE ACCESS TECHNICIAN, RUNNING GUIDE",1,10,850,3
8730,USA,0,73,185,24,STUDENT,0,46,800,3
8731,NOR,0,78,184,20,STUDENT,0,16,700,2
8741,USA,0,68,175,17,STUDENT,1,203,1050,4
8744,SWE,0,78,179,16,PLåTSLAGARE,0,43,750,2
8746,ROM,0,73,170,21,STUDENT,0,5,600,2
8749,NLD,1,58,168,25,COACH,0,3,500,2
8757,GHA,0,73,183,38,TEACHER,0,74,1150,4
8760,USA,0,73,177,29,SHITTY,0,40,950,3
8763,CAN,0,63,1,21,SUPERDUPERCLIMBER,1,12,900,3
8764,AUS,1,48,164,25,IT CONSULTANT,1,60,1050,4
8765,DNK,0,68,185,22,ORTOPæDIC SURGEON,0,358,900,3
8770,USA,0,63,147,18,"HUECO GUIDE, HACKER",1,77,1000,4
8777,USA,0,78,179,18,PATENT EXAMINER,0,76,750,2
8778,ZAF,0,63,182,16,"LEVEL II RAT, 1 UT, 1 MT, 1 PT, 1 EC INSPECTOR",0,594,1150,4
8789,ITA,0,78,185,32,AGENT,0,53,900,3
8800,USA,0,68,180,18,UNOCCUPIED,0,635,850,3
8810,DEU,0,68,180,22,MARKETING MANAGER,1,169,1100,4
8812,DNK,0,78,191,20,DOC.,1,125,1100,4
8813,CZE,1,48,158,21,STUDENT,1,540,1200,4
8815,ITA,0,63,169,18,OPERAIO,0,11,600,2
8819,PRT,0,63,172,21,IT ENGINEER,0,109,950,3
8824,CHE,1,53,165,28,PHYSIOTHERAPIST,0,288,950,3
8830,ZAF,0,88,193,15,MARKETING,1,1,350,1
8837,CHE,0,78,189,19,AQP,0,3,550,2
8840,AND,0,73,175,27,BOMBER D´ANDORRA,1,257,1000,4
8849,ZAF,0,63,175,20,STUDENT,0,393,850,3
8863,NOR,0,68,178,16,CFO,0,4,300,1
8866,DEU,0,63,171,29,STUDENT,0,7,900,3
8874,NOR,0,73,183,20,CLIMBING WALL BUILDER FOR TJELMELAND FRIKSJON WWW.FRICTIONWALLS.COM,1,78,1000,4
8898,PRT,1,58,172,22,ENVIRONMENTAL ENGINEER,1,376,1050,4
8901,USA,0,78,157,24,HALLIBURTON,0,126,1150,4
8908,USA,0,83,186,20,CLIMBER/DESK JUNKIE,0,68,700,2
8916,ESP,0,73,182,2020,MIS LABORES,0,214,900,3
8919,AUT,0,78,182,16,UNIVERSITY,0,92,850,3
8928,NLD,1,53,162,20,STUDENT,1,291,1000,4
8932,PRT,0,53,162,16,COMPUTERS,1,34,650,2
8935,CHE,0,73,179,16,INFORMATICA,0,175,900,3
