user_id,country,sex,weight,height,years_climbing,occupation,sponsored,number_of_logged_climbs,max_climbing_grade,skill_level
23525,NZL,0,88,184,18,ENGINEERING MANAGER,0,18,600,2
23528,MEX,0,0,0,2020,,0,23,900,3
23537,NOR,0,83,183,13,,0,23,600,2
23538,FRA,0,83,188,14,,1,453,1000,4
23539,USA,0,0,0,2020,,0,1,600,2
23545,SWE,0,88,186,12,,0,8,450,1
23550,DEU,0,78,182,13,STUDENT,1,2298,1250,4
23551,FRA,0,68,181,2020,,0,23,800,3
23555,NOR,0,73,177,18,PH.D. STUDENT,1,233,800,3
23557,ZAF,1,0,164,12,,0,2,100,1
23559,SWE,0,73,179,15,ENVIRONMENTAL CONSULTANT,0,93,600,2
23560,USA,0,73,0,2020,CLIMBER,1,3,1000,4
23563,SRB,0,73,180,20,,0,241,550,2
23565,FRA,0,63,182,12,NURSE,0,22,400,1
23566,ESP,1,53,163,13,,0,1,400,1
23569,USA,0,68,0,14,STUDENT,0,19,550,2
23570,USA,0,68,0,16,,0,19,800,3
23571,USA,0,68,177,13,STUDENT,0,26,750,2
23573,USA,1,0,0,2020,,0,1340,1000,4
23574,CHE,0,78,180,12,POSTDOC,0,23,500,2
23575,ESP,0,68,179,31,BOMBERO,0,33,1300,4
23578,ZAF,0,83,190,12,,0,3,450,1
23579,ITA,0,73,182,16,,0,64,950,3
23581,USA,0,68,0,26,,0,6,800,3
23582,USA,0,53,165,13,,0,19,900,3
